Id,eigencentrality,betweenesscentrality
Copycat,0.097626,0
Satana Hellstrom,0.096475,0
Wild Child,0.094737,0
Blob,0.094456,0
Crimson Commando,0.094456,0
Destiny,0.094456,0
Ardina,0.092218,0
Alpha,0.090124,0
Astra,0.090124,0
Basilisk,0.090124,0
Burner,0.090124,0
Cleevus,0.090124,0
Lifter,0.090124,0
Mastermind,0.090124,0
Omega Black,0.090124,0
Omega White,0.090124,0
Phantazia,0.090124,0
Post,0.090124,0
Sabre,0.090124,0
Shadow King,0.090124,0
Unus,0.090124,0
Rusty Collins,0.090055,0
Ajaxis,0.089779,0
Amazon,0.089779,0
Blackheath,0.089779,0
Blacklash,0.089779,0
Blizzard,0.089779,0
Bloodstrike,0.089779,0
Bullseye,0.089779,0
Centurius,0.089779,0
Charcoal,0.089779,0
Cobalt Man,0.089779,0
Coronary,0.089779,0
Ghost,0.089779,0
Green Goblin,0.089779,0
Grizzly,0.089779,0
Harrier,0.089779,0
Headsman,0.089779,0
Jester,0.089779,0
Jolt,0.089779,0
Kobik,0.089779,0
Lady Deathstrike,0.089779,0
Mach-IV,0.089779,0
Mach-X,0.089779,0
Mister X,0.089779,0
Mongoose,0.089779,0
Ox,0.089779,0
Paladin,0.089779,0
Pretty Persuasions,0.089779,0
Punisher Photon,0.089779,0
Red Ronin,0.089779,0
Santana,0.089779,0
Smiling Tiger,0.089779,0
Smuggler,0.089779,0
Snake Marston,0.089779,0
Tatterdemalion,0.089779,0
Texas Twister,0.089779,0
Troll,0.089779,0
Unicorn,0.089779,0
Vantage,0.089779,0
Vermin,0.089779,0
Pete Wisdom,0.086004,0
Howard the Duck,0.085078,0
Nighthawk,0.083931,0
Lady Bullseye,0.082591,0
Punisher,0.081599,0
Benjamin Deeds,0.081165,0
Andromeda,0.080265,0
Aragorn,0.080265,0
Clea,0.080265,0
Cloud,0.080265,0
Devil Slayer,0.080265,0
Gargoyle,0.080265,0
Interloper,0.080265,0
Manslaughter,0.080265,0
Sassafras,0.080265,0
Drax the Destroyer,0.079359,0
Puck,0.073505,0
Madison Jeffries,0.069661,0
Thundra,0.068241,0
Artie Maddicks,0.068023,0
Spiral,0.06771,0
Armadillo,0.066075,0
Clown,0.066075,0
Kraven the Hunter,0.066075,0
Mirage,0.061718,0
Vertigo,0.059074,0
Cadaver,0.056351,0
Nomad (Jack Monroe),0.056351,0
Sepulchre,0.056351,0
Sleepwalker,0.056351,0
Mister Sinister,0.055236,0
Ajax,0.054891,0
Brent Jackson,0.054891,0
Butler,0.054891,0
Carla,0.054891,0
David Andrews,0.054891,0
Dr. Abraham Cornelius,0.054891,0
Dr. Adam Harkins,0.054891,0
Dr. Alba,0.054891,0
Dr. Carol Hines,0.054891,0
Dr. Dale Rice,0.054891,0
Dr. Emrys Killebrew,0.054891,0
Dr. Martin Sutter,0.054891,0
Dr. Rich Duncan,0.054891,0
Dr. Robert Windsor,0.054891,0
Dr. Sarah Kinney,0.054891,0
Dr. Vapor,0.054891,0
Dr. Zander Rice,0.054891,0
Dr. Zanna Zira,0.054891,0
Endo,0.054891,0
Fantomelle,0.054891,0
Franklin Edwards,0.054891,0
Jack-in-the-Box,0.054891,0
John,0.054891,0
John Merchant,0.054891,0
John Sublime,0.054891,0
"John Wraith (Wraith, Kestrel)",0.054891,0
Junk,0.054891,0
Kane,0.054891,0
Kimura,0.054891,0
Major Arthur Barrington,0.054891,0
Malcolm Colcord,0.054891,0
Mastodon,0.054891,0
Mauvais,0.054891,0
Maverick,0.054891,0
Mr. Murray,0.054891,0
Mr. Willoughby,0.054891,0
Native,0.054891,0
Neuro,0.054891,0
Ogun,0.054891,0
Professor Thornton,0.054891,0
Reaper,0.054891,0
Romulus,0.054891,0
S.H.I.V.A.,0.054891,0
Shogun,0.054891,0
Skel,0.054891,0
Slayback,0.054891,0
Sluggo,0.054891,0
The Director,0.054891,0
The Professor,0.054891,0
Todd Ziller,0.054891,0
Ultimaton,0.054891,0
Washout,0.054891,0
Wildside,0.054891,0
William Stryker,0.054891,0
Worm,0.054891,0
Zona Cluster-6,0.054891,0
Anaconda,0.052877,0
Boomslang,0.052877,0
Coachwhip,0.052877,0
Cobra,0.052877,0
Cottonmouth,0.052877,0
Death Adder,0.052877,0
Fer-de-Lance,0.052877,0
Sidewinder,0.052877,0
Bird Boy,0.05279,0
Gosamyr,0.05279,0
"Sharon Ventura (Ms. Marvel, She-Thing)",0.049895,0
Baron Blood,0.04847,0
Blue Streak,0.04847,0
Bruto the Strongman,0.04847,0
Count Nefaria,0.04847,0
Fera,0.04847,0
Fire-Eater,0.04847,0
Graviton,0.04847,0
Great Gambonnos,0.04847,0
Living Laser,0.04847,0
Madame Menace,0.04847,0
Nitro,0.04847,0
Regent,0.04847,0
Ringmaster,0.04847,0
Teena the Fat Lady,0.04847,0
Wizard,0.04847,0
Yellowjacket (Darren Cross),0.04847,0
Bedlam,0.048046,0
Electro,0.046409,0
Slapstick,0.04588,0
Power Woman,0.044227,0
Ronin,0.044227,0
Captain UK,0.044054,0
Cerise,0.044054,0
Crusader X,0.044054,0
Daytripper,0.044054,0
Feron,0.044054,0
Meggan,0.044054,0
Sir Benedict,0.044054,0
Widget,0.044054,0
Loki Laufeyson,0.043377,0
Alex,0.04331,0
Annalee,0.04331,0
Ape,0.04331,0
Bertram,0.04331,0
Berzerker,0.04331,0
Bliss,0.04331,0
Blow-Hard,0.04331,0
Boost,0.04331,0
Bouncer,0.04331,0
Brain Cell,0.04331,0
Brute,0.04331,0
Bulk,0.04331,0
Callisto,0.04331,0
Carver,0.04331,0
Chicken Wings,0.04331,0
Cybelle,0.04331,0
D'Gard,0.04331,0
Delphi,0.04331,0
Ed,0.04331,0
Ent,0.04331,0
Ever,0.04331,0
Healer,0.04331,0
Hemingway,0.04331,0
Hump,0.04331,0
Integer,0.04331,0
Iron Maiden,0.04331,0
Irving,0.04331,0
Jo,0.04331,0
Joe Bugs,0.04331,0
Joey,0.04331,0
Lightning Bug,0.04331,0
Loss,0.04331,0
Marilou,0.04331,0
Marked Man,0.04331,0
Membrain,0.04331,0
MeMe,0.04331,0
Missy,0.04331,0
Mole,0.04331,0
Monte,0.04331,0
Mother Inferior,0.04331,0
Opsidian,0.04331,0
Pester,0.04331,0
Piper,0.04331,0
Plague,0.04331,0
Qwerty,0.04331,0
Revelation,0.04331,0
Reverb,0.04331,0
Samson,0.04331,0
Scaleface,0.04331,0
Soteira,0.04331,0
Strigor,0.04331,0
Sunder,0.04331,0
Tar Baby,0.04331,0
Tether,0.04331,0
Tommy,0.04331,0
Vessel,0.04331,0
Wynter,0.04331,0
Zeek,0.04331,0
Deathbird,0.043248,0
Elektra,0.042049,0
Nova (Frankie Raye),0.041739,0
Ms. Thing,0.039477,0
Nova (Sam Alexander),0.036742,0
Azuma Goda,0.036639,0
Azumi Ozawa,0.036639,0
Bakuto,0.036639,0
Black Lotus,0.036639,0
Black Tarantula,0.036639,0
Cherry Blossom,0.036639,0
Chuck the Dwarf,0.036639,0
Colleen Wing,0.036639,0
Fist,0.036639,0
Hiroshi,0.036639,0
Izanagi,0.036639,0
Jonin,0.036639,0
Kagenobu Yoshioka,0.036639,0
Kingpin,0.036639,0
Lu Wei,0.036639,0
Makoto,0.036639,0
Makro,0.036639,0
Mandarin,0.036639,0
Matsu'o Tsurayaba,0.036639,0
Reflex,0.036639,0
Takashi,0.036639,0
Tiberius Stone,0.036639,0
Typhoid Mary,0.036639,0
Yagyu Kojiro,0.036639,0
Yuki,0.036639,0
Yutaka,0.036639,0
Decay,0.035858,0
Dr. Valerie Cooper,0.034813,0
Aegis,0.033723,0
Aja,0.033723,0
Bolt,0.033723,0
Debrii,0.033723,0
Decibel,0.033723,0
Gauntlet,0.033723,0
Grace,0.033723,0
Haechi,0.033723,0
Helix,0.033723,0
Hummingbird,0.033723,0
Kaz,0.033723,0
Longstrike,0.033723,0
Microbe,0.033723,0
Night Thrasher (Donyell Taylor),0.033723,0
Phaser,0.033723,0
Powerpax,0.033723,0
Renascence,0.033723,0
Ripcord,0.033723,0
Scarlet Spider (Ben Reilly),0.033723,0
Scarlet Spider (Kaine Parker),0.033723,0
Silhouette,0.033723,0
Skybolt,0.033723,0
Speedball (Darrion Grobe),0.033723,0
Sun Girl,0.033723,0
Tempest,0.033723,0
Timeslip,0.033723,0
Turbo (Michiko Musashi),0.033723,0
Ultragirl,0.033723,0
Water Snake,0.033723,0
Wondra,0.033723,0
Apocalypse (En Sabah Nur),0.033479,0
Aries,0.033327,0
Azimuth,0.033327,0
Blockbuster,0.033327,0
Coda,0.033327,0
Hans,0.033327,0
Harpoon,0.033327,0
Malice,0.033327,0
Riptide,0.033327,0
Susan Hatchi,0.033327,0
Devil Dinosaur,0.031552,0
Flux,0.031552,0
Moon Girl,0.031552,0
Black Bolt,0.031196,0
Apocalypse Twins,0.030161,0
Autumn Rolfson,0.030161,0
Death (Sanjar Javeed),0.030161,0
Famine (Jeb Lee),0.030161,0
Famine (Roderick Campbell),0.030161,0
Genocide,0.030161,0
Pestilence (Ichisumi),0.030161,0
Pestilence (Phantom Bats of the Twelve Minds),0.030161,0
Pestilence (Plague),0.030161,0
War (Abraham Kieros),0.030161,0
War (Decimus Furius),0.030161,0
War (Gazer),0.030161,0
Adolf Impossible,0.026152,0
Ahura,0.026152,0
Alex Power,0.026152,0
Bentley,0.026152,0
Dr. Calvin Cooley,0.026152,0
Dragon Man,0.026152,0
Korr,0.026152,0
Luna,0.026152,0
Mik,0.026152,0
Onome,0.026152,0
Tong,0.026152,0
Turg,0.026152,0
Valeria Richards,0.026152,0
Vil,0.026152,0
Wu,0.026152,0
Bentley-23,0.026037,0
Blastaar,0.026037,0
Gazele,0.026037,0
Llyra,0.026037,0
Lyra,0.026037,0
Reptilla,0.026037,0
Superior Carnage,0.026037,0
The Brute,0.026037,0
The Wizard,0.026037,0
Trapster,0.026037,0
Dr. Toni Ho,0.025687,0
Archer,0.025569,0
Fixx,0.025569,0
Greystone,0.025569,0
Shard,0.025569,0
Gamora,0.025339,0
Star-Lord,0.025339,0
Anne-Marie Cotrez,0.025193,0
Barnacle,0.025193,0
Chrome,0.025193,0
Delgado,0.025193,0
Eric Kleinstock,0.025193,0
Fabian Cortez,0.025193,0
Gargouille,0.025193,0
Harlan Kleinstock,0.025193,0
Javitz,0.025193,0
Joanna Cargill,0.025193,0
Kamal,0.025193,0
Katu,0.025193,0
Mellencamp,0.025193,0
Milan,0.025193,0
Nance Winters,0.025193,0
Neophyte,0.025193,0
Omega Sentinel,0.025193,0
Orator,0.025193,0
Projector,0.025193,0
Rakkus,0.025193,0
Rem-Ram,0.025193,0
Scanner,0.025193,0
Senyaka,0.025193,0
Spoor,0.025193,0
Static,0.025193,0
Sven Kleinstock,0.025193,0
Unuscione,0.025193,0
Vindaloo,0.025193,0
Chris Quinn,0.025002,0
Dr. Mandy O'Connor,0.025002,0
Beef,0.024321,0
Bevatron,0.024321,0
Catseye,0.024321,0
Jetstream,0.024321,0
Roulette,0.024321,0
Tarot,0.024321,0
8-Ball,0.023485,0
Bombshell (Lana Baumgartner),0.023485,0
Bombshell (Lori Baumgartner),0.023485,0
Delilah,0.023485,0
Fly,0.023485,0
Gog,0.023485,0
Iron Spider,0.023485,0
Kangaroo,0.023485,0
Living Brain,0.023485,0
Lizard,0.023485,0
Man Mountain Marko,0.023485,0
Mysterio,0.023485,0
Overdrive,0.023485,0
Owl,0.023485,0
Rhino,0.023485,0
Scorpia,0.023485,0
Shriek,0.023485,0
Spot,0.023485,0
Swarm,0.023485,0
Vulture,0.023485,0
White Tiger (Aya Ayala),0.023219,0
Adam Warlock,0.023193,0
Angela,0.023193,0
Bug,0.023193,0
Groot,0.023193,0
Major Victory,0.023193,0
Martyr,0.023193,0
Rocket Raccoon,0.023193,0
Layla Miller,0.022284,0
Pip the Troll,0.022284,0
Tier Sinclair,0.022284,0
Bucky (Fred Davis Jr),0.021688,0
Destroyer,0.021688,0
Iron Cross,0.021688,0
Silver Scorpion,0.021688,0
Spitfire,0.021688,0
Union Jack,0.021688,0
Mondo,0.020878,0
Ai Apaec,0.020778,0
American Son,0.020778,0
Deidre Wentworth,0.020778,0
MacDonald Gargan,0.020778,0
Ragnarok,0.020778,0
Tomi Shishido,0.020778,0
Toxie Doxie,0.020778,0
Trickshot,0.020778,0
Claudette St. Croix,0.020734,0
Gaia,0.020734,0
Nicole St. Croix,0.020734,0
Skin,0.020734,0
Synch,0.020734,0
Cul Borson,0.020103,0
Omega/The Collective,0.019728,0
Centennial,0.018295,0
Earthmover,0.018295,0
Flex,0.018295,0
Ghost Girl,0.018295,0
Goblyn,0.018295,0
Guardian,0.018295,0
Major Mapleleaf,0.018295,0
Manbot,0.018295,0
Mar,0.018295,0
Marrina,0.018295,0
Murmur,0.018295,0
Nemesis,0.018295,0
Persuasion,0.018295,0
Radius,0.018295,0
Sasquatch,0.018295,0
Shaman,0.018295,0
Snowbird,0.018295,0
Talisman,0.018295,0
Vindicator,0.018295,0
Windshear,0.018295,0
Wyre,0.018295,0
Yukon Jack,0.018295,0
Dr. Max Brashear,0.017983,0
Harry Daze,0.017983,0
Scientist Supreme,0.017983,0
Tippy-Toe,0.017983,0
Air-Walker,0.017926,0
Firelord,0.017926,0
Blazing Skull,0.016691,0
Human Torch (Android),0.016691,0
Radiance,0.016691,0
Toro,0.016691,0
William Naslund,0.016691,0
Binary,0.015452,0
Captain Kalyx,0.015452,0
Ch'od,0.015452,0
Corsair,0.015452,0
Cr'reee,0.015452,0
K-Zzat,0.015452,0
Keeyah,0.015452,0
Korvus,0.015452,0
Lilandra Nermani,0.015452,0
Raza Longknife,0.015452,0
Sikorsky,0.015452,0
Tolo Hawk,0.015452,0
Waldo,0.015452,0
Attuma,0.014227,0
Asp,0.01311,0
Black Racer,0.01311,0
Copperhead,0.01311,0
Hela,0.013103,0
The Hood,0.013023,0
Anti-Man,0.01301,0
Fallen One,0.01301,0
Gah Lak Tus,0.01301,0
Galactus,0.01301,0
Kathisul Evin,0.01301,0
Praeter,0.01301,0
Recorder,0.01301,0
Red Shift,0.01301,0
Stardust,0.01301,0
Terrax the Tamer,0.01301,0
Harrison Snow,0.013,0
Stonewall,0.012461,0
Super Sabre,0.012461,0
Foolkiller,0.012393,0
Gorilla-Man,0.012393,0
Masacre,0.012393,0
Negasonic Teenage Warhead,0.012393,0
Solo,0.012393,0
Terror,0.012393,0
Korg,0.009765,0
She-Hulk (Lyra Walters),0.009765,0
Andrea Sterman,0.00926,0
Angel (Thomas Halloway),0.00926,0
Citizen V (Dallas Riordan),0.00926,0
Citizen V (John Watkins III),0.00926,0
"Citizen V (John Watkins, Jr)",0.00926,0
Citizen V (John Watkins),0.00926,0
Citizen V (Paulette Brazee),0.00926,0
Dr. Sam Sabuki,0.00926,0
Eamonn,0.00926,0
Fred Davis Jr,0.00926,0
Golden Girl,0.00926,0
Golden Sun,0.00926,0
Goldfire,0.00926,0
Human Top,0.00926,0
Irene Martinez,0.00926,0
Isadora Martinez,0.00926,0
Nukio,0.00926,0
Piers,0.00926,0
Rebel Ralston,0.00926,0
Topspin,0.00926,0
Vradec,0.00926,0
Warbeck,0.00926,0
Asmodeus,0.007202,0
Beelzeboul,0.007202,0
Belasco,0.007202,0
Dormammu,0.007202,0
Lucifer Lightbringer,0.007202,0
Marduk Kurios,0.007202,0
Mephisto,0.007202,0
Olivier,0.007202,0
Pluto,0.007202,0
Thog the Nether-Spawn,0.007202,0
Umar the Unrelenting,0.007202,0
Disco Devil,0.007005,0
Gadget,0.007005,0
Gamecock,0.007005,0
Jennie Royce,0.007005,0
Jeryn Hogarth,0.007005,0
Keith Augustin,0.007005,0
Little Ben Donovan,0.007005,0
Mangler,0.007005,0
Marta Cardona,0.007005,0
Senor Magico,0.007005,0
Aldrif Odinsdottir,0.00598,0
Balder Odinson,0.00598,0
Bor Burison,0.00598,0
Buri,0.00598,0
Freyja Freyrdottir,0.00598,0
Heimdall,0.00598,0
Odin Borson,0.00598,0
Tyr Odinson,0.00598,0
Ve,0.00598,0
Vili,0.00598,0
Agent Venom,0.005624,0
Leader,0.005624,0
Mercy,0.005624,0
Tana Nile,0.005212,0
Adora,0.005189,0
David Green,0.005189,0
Eve Bakian,0.005189,0
Fraktur,0.005189,0
Freya Shane,0.005189,0
Garthan Saal,0.005189,0
Grot,0.005189,0
Irani Rael,0.005189,0
Josh Atwater,0.005189,0
K'thol,0.005189,0
Kyle Dyne,0.005189,0
Lindy Nolan,0.005189,0
Lucas Maats,0.005189,0
Malik Tarcel,0.005189,0
Matu,0.005189,0
Morrow,0.005189,0
Powerhouse,0.005189,0
Pyo,0.005189,0
Qubit,0.005189,0
Rhomann Dey,0.005189,0
Robert Rider,0.005189,0
Samaya,0.005189,0
Suki Yumiko,0.005189,0
Tanak Valt,0.005189,0
Tas'Wzta,0.005189,0
Torthar,0.005189,0
Tre Owens,0.005189,0
Zan Philo,0.005189,0
Zyziwc Tiel,0.005189,0
Doctor Spectrum,0.00406,0
Warrior Woman,0.00406,0
Archimedes,0.003488,0
Galileo,0.003488,0
Imhotep,0.003488,0
Jabir ibn Hayyan,0.003488,0
Leonardo da Vinci,0.003488,0
Lorenzo,0.003488,0
Michaelangelo Simoni (The Forever Man),0.003488,0
Nikola Tesla (Night Machine),0.003488,0
Nostradamus,0.003488,0
Pietro,0.003488,0
Sir Isaac Newton,0.003488,0
Praxagora,0.002855,0
Ronan the Accuser,0.002855,0
Talos,0.002855,0
